AggTypeName,AggValueCode,AggValueName,PropertyTypeName,DateYyyyMm,PriceTier1,PriceTier3,PriceTier5,HPISA,HPINorm2000,yyyymm,hpi
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,201907,58039,152634,374598,149793,107.93178608499818,201907,149793
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,201908,57681,151758,369785,149517,107.1573400872079,201908,149517
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,201909,57552,151152,365841,149736,106.52297037797176,201909,149736
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,201910,56966,149371,361467,149744,105.33275721197425,201910,149744
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,201911,56851,148158,359898,150010,104.64529908618519,201911,150010
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,201912,57470,148825,362109,151049,105.13996337387259,201912,151049
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202001,58335,150446,365431,152605,106.26008022809035,202001,152605
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202002,59819,153577,372022,154467,108.54131284845379,202002,154467
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202003,61052,155594,375577,155790,110.09046803191409,202003,155790
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202004,62451,157902,379704,157074,111.87918238886812,202004,157074
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202005,63354,158488,380317,157853,112.57228574400602,202005,157853
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202006,65199,161490,386829,160009,114.96359245127825,202006,160009
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202007,67136,164628,393357,163208,117.42070078683955,202007,163208
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202008,68285,166802,395738,166056,118.98226746753868,202008,166056
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202009,69078,168224,397431,168511,119.92929535081697,202009,168511
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202010,69299,168554,399238,170760,120.29940601518088,202010,170760
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202011,69993,169306,403409,173004,121.07388267960152,202011,173004
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202012,70716,170145,407067,174505,121.7827111238368,202012,174505
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202101,71464,171533,410683,175892,122.7779030609212,202101,175892
MSA,19804,"Detroit-Dearborn-Livonia, MI",All Property Types,202102,72552,173865,415663,176949,124.43729449766643,202102,176949
City,12207,"DETROIT, MI",All Property Types,200302,74385,134231,318502,138185,114.05240461360199,200302,138185
City,12207,"DETROIT, MI",All Property Types,200303,75364,134567,318577,138764,114.77330919717461,200303,138764
City,12207,"DETROIT, MI",All Property Types,200304,76019,135197,319267,139244,115.41145597723863,200304,139244
City,12207,"DETROIT, MI",All Property Types,200305,76520,135831,319832,139351,115.95148337221082,200305,139351
City,12207,"DETROIT, MI",All Property Types,200306,76953,136582,320624,139231,116.54626510451732,200306,139231
City,12207,"DETROIT, MI",All Property Types,200307,76824,136132,319838,138864,116.30643429928278,200307,138864
City,12207,"DETROIT, MI",All Property Types,200308,76238,135287,318548,138541,115.58383621728699,200308,138541
City,12207,"DETROIT, MI",All Property Types,200309,76367,135132,319871,138949,115.81554977365354,200309,138949
City,12207,"DETROIT, MI",All Property Types,200310,76239,134973,320515,139411,115.8161020265465,200310,139411
City,12207,"DETROIT, MI",All Property Types,200311,76031,134740,320270,139879,115.62694392430481,200311,139879
City,12207,"DETROIT, MI",All Property Types,200312,76137,135207,321323,140308,116.04562510751649,200312,140308
City,12207,"DETROIT, MI",All Property Types,200401,76031,135261,321269,140664,116.05160142693924,200401,140664
City,12207,"DETROIT, MI",All Property Types,200402,76602,135845,321860,141276,116.74627916731555,200402,141276
City,12207,"DETROIT, MI",All Property Types,200403,76948,136069,320881,141497,117.02082680013979,200403,141497
City,12207,"DETROIT, MI",All Property Types,200404,77168,136353,320570,141547,117.20030510466933,200404,141547
City,12207,"DETROIT, MI",All Property Types,200405,77659,136902,322217,141756,117.7889108757106,200405,141756
City,12207,"DETROIT, MI",All Property Types,200406,78531,137734,325017,142120,118.84788107302549,200406,142120
City,12207,"DETROIT, MI",All Property Types,200407,79169,137937,326647,142532,119.38542823530646,200407,142532
City,12207,"DETROIT, MI",All Property Types,200408,79222,138004,326547,142933,119.32657980388322,200408,142933
City,12207,"DETROIT, MI",All Property Types,200409,79455,137854,326708,143212,119.40683485978654,200409,143212
City,12207,"DETROIT, MI",All Property Types,200410,79634,137664,327401,143843,119.52087839254075,200410,143843
City,12207,"DETROIT, MI",All Property Types,200411,79929,137528,328351,144866,119.67314393012096,200411,144866
City,12207,"DETROIT, MI",All Property Types,200412,80757,138495,331708,145891,120.77012940236771,200412,145891
City,12207,"DETROIT, MI",All Property Types,200501,81016,138838,332615,146506,120.97912297334805,200501,146506
City,12207,"DETROIT, MI",All Property Types,200502,81675,139208,333208,146958,121.49513754502577,200502,146958
City,12207,"DETROIT, MI",All Property Types,200503,82114,138999,332347,147114,121.60027418972111,200503,147114
City,12207,"DETROIT, MI",All Property Types,200504,82420,139067,331868,147055,121.68194241122035,200504,147055
City,12207,"DETROIT, MI",All Property Types,200505,82774,139255,331812,146763,121.86403699690207,200505,146763
City,12207,"DETROIT, MI",All Property Types,200506,83451,139787,332893,146516,122.47174344967988,200506,146516
City,12207,"DETROIT, MI",All Property Types,200507,84161,139748,334225,146719,122.94217322141783,200507,146719
City,12207,"DETROIT, MI",All Property Types,200508,84077,138945,333122,146583,122.46602047374392,200508,146583
City,12207,"DETROIT, MI",All Property Types,200509,84081,138307,332086,146339,122.18324194933636,200509,146339
City,12207,"DETROIT, MI",All Property Types,200510,83729,137438,330814,146213,121.62219393914886,200510,146213
City,12207,"DETROIT, MI",All Property Types,200511,83078,135774,328433,145980,120.50528651812489,200511,145980
City,12207,"DETROIT, MI",All Property Types,200512,83737,136386,331024,146577,121.35085326379895,200512,146577
City,12207,"DETROIT, MI",All Property Types,200601,84092,136072,331317,146998,121.41938428911989,200601,146998
City,12207,"DETROIT, MI",All Property Types,200602,84440,135445,329822,146745,121.27865973102654,200602,146745
City,12207,"DETROIT, MI",All Property Types,200603,84204,133738,325949,145625,120.23001653048773,200603,145625
City,12207,"DETROIT, MI",All Property Types,200604,83473,132643,322516,144074,119.08670598297495,200604,144074
City,12207,"DETROIT, MI",All Property Types,200605,83276,132358,320928,142921,118.62921873946874,200605,142921
City,12207,"DETROIT, MI",All Property Types,200606,83496,132343,320547,141916,118.71036329822773,200606,141916
City,12207,"DETROIT, MI",All Property Types,200607,82893,131005,317892,140405,117.69122234185765,200607,140405
City,12207,"DETROIT, MI",All Property Types,200608,81963,129912,315006,139333,116.50125918879664,200608,139333
City,12207,"DETROIT, MI",All Property Types,200609,81275,128351,311995,137877,115.33201644185706,200609,137877
City,12207,"DETROIT, MI",All Property Types,200610,79888,126087,308012,136215,113.46429023005689,200610,136215
City,12207,"DETROIT, MI",All Property Types,200611,77842,122969,302180,134051,110.73140343240779,200611,134051
City,12207,"DETROIT, MI",All Property Types,200612,76258,121344,299696,131885,109.13377650481566,200612,131885
City,12207,"DETROIT, MI",All Property Types,200701,73800,118179,294386,128896,106.26494453987465,200701,128896
City,12207,"DETROIT, MI",All Property Types,200702,71099,114472,287367,125141,103.12486007515463,200702,125141
City,12207,"DETROIT, MI",All Property Types,200703,67859,109804,278258,120429,99.157847753892554,200703,120429
City,12207,"DETROIT, MI",All Property Types,200704,64385,105806,270349,115405,95.336892173161075,200704,115405
City,12207,"DETROIT, MI",All Property Types,200705,60787,101336,261834,109801,91.160598460399441,200705,109801
City,12207,"DETROIT, MI",All Property Types,200706,57229,96619,253981,103977,87.041649248277551,200706,103977
City,12207,"DETROIT, MI",All Property Types,200707,53172,91506,245422,98117.2,82.407805354623036,200707,98117.2
City,12207,"DETROIT, MI",All Property Types,200708,48631,85969,235022,92153.8,77.14522693883778,200708,92153.8
City,12207,"DETROIT, MI",All Property Types,200709,44747,81007,226201,86516.7,72.533947395879252,200709,86516.7
City,12207,"DETROIT, MI",All Property Types,200710,40539,75196,215522,80693.5,67.28700618048839,200710,80693.5
City,12207,"DETROIT, MI",All Property Types,200711,36558,69557,204864,75213.9,62.170217878110144,200711,75213.9
City,12207,"DETROIT, MI",All Property Types,200712,33172,64693,195873,69997.4,57.796079305805925,200712,69997.4
City,12207,"DETROIT, MI",All Property Types,200801,30092,59795,186046,65194,53.516138671411639,200801,65194
City,12207,"DETROIT, MI",All Property Types,200802,27516,55401,176870,60741.6,49.76672865785482,200802,60741.6
City,12207,"DETROIT, MI",All Property Types,200803,25466,51490,168744,56812.8,46.567471669054889,200803,56812.8
City,12207,"DETROIT, MI",All Property Types,200804,23760,48341,162218,53365.8,43.961097900007864,200804,53365.8
City,12207,"DETROIT, MI",All Property Types,200805,22446,45836,157039,50538.6,41.906228532804036,200805,50538.6
City,12207,"DETROIT, MI",All Property Types,200806,21454,43872,154152,48239.5,40.374224697120766,200806,48239.5
City,12207,"DETROIT, MI",All Property Types,200807,20384,41938,150944,46103.9,38.758256361219914,200807,46103.9
City,12207,"DETROIT, MI",All Property Types,200808,19081,39668,146398,43892.4,36.769775239613224,200808,43892.4
City,12207,"DETROIT, MI",All Property Types,200809,18027,37761,143124,41916.3,35.160962928490548,200809,41916.3
City,12207,"DETROIT, MI",All Property Types,200810,16827,35480,138302,39843.7,33.239290245035988,200810,39843.7
City,12207,"DETROIT, MI",All Property Types,200811,15661,33294,133082,37895.3,31.321010787409008,200811,37895.3
City,12207,"DETROIT, MI",All Property Types,200812,14761,31662,129209,36255.8,29.870532415626684,200812,36255.8
City,12207,"DETROIT, MI",All Property Types,200901,13936,30133,124885,34825.4,28.469409476905383,200901,34825.4
City,12207,"DETROIT, MI",All Property Types,200902,13333,28956,121239,33589.5,27.394329763082968,200902,33589.5
City,12207,"DETROIT, MI",All Property Types,200903,12979,28101,118452,32614,26.657753251507906,200903,32614
City,12207,"DETROIT, MI",All Property Types,200904,12809,27811,117030,31967.8,26.331355996601886,200904,31967.8
City,12207,"DETROIT, MI",All Property Types,200905,12778,27756,116328,31595.2,26.221946955578623,200905,31595.2
City,12207,"DETROIT, MI",All Property Types,200906,12810,27785,116041,31323.9,26.204822619392353,200906,31323.9
City,12207,"DETROIT, MI",All Property Types,200907,12883,27992,116421,31328.9,26.309944564858888,200907,31328.9
City,12207,"DETROIT, MI",All Property Types,200908,12893,28052,116126,31391.2,26.286319344907817,200908,31391.2
City,12207,"DETROIT, MI",All Property Types,200909,13002,28224,116199,31543.3,26.401963693707398,200909,31543.3
City,12207,"DETROIT, MI",All Property Types,200910,13108,28411,116170,31836.2,26.541595990105009,200910,31836.2
City,12207,"DETROIT, MI",All Property Types,200911,13160,28453,115580,32082.4,26.538356246930505,200911,32082.4
City,12207,"DETROIT, MI",All Property Types,200912,13157,28341,114785,32120.1,26.437540212835213,200912,32120.1
City,12207,"DETROIT, MI",All Property Types,201001,13132,28155,113916,32227.5,26.279401325221503,201001,32227.5
City,12207,"DETROIT, MI",All Property Types,201002,13309,28390,114658,32580.9,26.522315223348375,201002,32580.9
City,12207,"DETROIT, MI",All Property Types,201003,13706,28831,116417,33085.9,27.070632057210382,201003,33085.9
City,12207,"DETROIT, MI",All Property Types,201004,14152,29541,118856,33614.3,27.786613596172273,201004,33614.3
City,12207,"DETROIT, MI",All Property Types,201005,14476,30025,120372,33948.2,28.270928194025867,201005,33948.2
City,12207,"DETROIT, MI",All Property Types,201006,14689,30329,121597,34060,28.579772599349283,201006,34060
City,12207,"DETROIT, MI",All Property Types,201007,14749,30468,122559,34141.3,28.688894549962303,201007,34141.3
City,12207,"DETROIT, MI",All Property Types,201008,14730,30428,123037,34212,28.671088807714511,201008,34212
City,12207,"DETROIT, MI",All Property Types,201009,14759,30397,123659,34317.3,28.68738979702195,201009,34317.3
City,12207,"DETROIT, MI",All Property Types,201010,14808,30394,124192,34533.1,28.736732067936828,201010,34533.1
City,12207,"DETROIT, MI",All Property Types,201011,14812,30259,124390,34712.8,28.666386217877303,201011,34712.8
City,12207,"DETROIT, MI",All Property Types,201012,14792,30143,124475,34760,28.590431602408611,201012,34760
City,12207,"DETROIT, MI",All Property Types,201101,14638,29781,123300,34658.2,28.251441923132926,201101,34658.2
City,12207,"DETROIT, MI",All Property Types,201102,14536,29594,122517,34469.2,28.041052539241502,201102,34469.2
City,12207,"DETROIT, MI",All Property Types,201103,14652,29702,122815,34419.7,28.170326432033121,201103,34419.7
City,12207,"DETROIT, MI",All Property Types,201104,14854,30171,124051,34505.9,28.543980915057709,201104,34505.9
City,12207,"DETROIT, MI",All Property Types,201105,15000,30581,124968,34611.3,28.835368865010174,201105,34611.3
City,12207,"DETROIT, MI",All Property Types,201106,15195,31100,126667,34787.1,29.249320293688839,201106,34787.1
City,12207,"DETROIT, MI",All Property Types,201107,15138,31173,127326,34823.5,29.279294146997465,201107,34823.5
City,12207,"DETROIT, MI",All Property Types,201108,15127,31272,128320,35027.5,29.400282100250578,201108,35027.5
City,12207,"DETROIT, MI",All Property Types,201109,15084,31143,128802,35158.8,29.383716137440647,201109,35158.8
City,12207,"DETROIT, MI",All Property Types,201110,14975,30931,128860,35253.8,29.266954821254359,201110,35253.8
City,12207,"DETROIT, MI",All Property Types,201111,14857,30640,128953,35338.7,29.08140608316037,201111,35338.7
City,12207,"DETROIT, MI",All Property Types,201112,14848,30588,129673,35490.7,29.115261486309702,201112,35490.7
City,12207,"DETROIT, MI",All Property Types,201201,14776,30383,129484,35631,29.00606684319828,201201,35631
City,12207,"DETROIT, MI",All Property Types,201202,14929,30672,130613,36000.4,29.307314225521676,201202,36000.4
City,12207,"DETROIT, MI",All Property Types,201203,15263,31186,132106,36391.4,29.849061119514015,201203,36391.4
City,12207,"DETROIT, MI",All Property Types,201204,15611,31898,133865,36761.8,30.473651464605904,201204,36761.8
City,12207,"DETROIT, MI",All Property Types,201205,15907,32544,135152,37136.8,30.988128405147151,201205,37136.8
City,12207,"DETROIT, MI",All Property Types,201206,16284,33391,137427,37630,31.696560236755062,201206,37630
City,12207,"DETROIT, MI",All Property Types,201207,16393,33853,138571,37997,32.006575471885618,201207,37997
City,12207,"DETROIT, MI",All Property Types,201208,16431,34079,139172,38287.5,32.168884122819406,201208,38287.5
City,12207,"DETROIT, MI",All Property Types,201209,16454,34076,139227,38557.7,32.19804203586915,201209,38557.7
City,12207,"DETROIT, MI",All Property Types,201210,16463,34046,139444,38913.4,32.216901314589578,201210,38913.4
City,12207,"DETROIT, MI",All Property Types,201211,16493,34011,139945,39299.5,32.231867587845542,201211,39299.5
City,12207,"DETROIT, MI",All Property Types,201212,16617,34168,140843,39623.9,32.4194872936392,201212,39623.9
City,12207,"DETROIT, MI",All Property Types,201301,16751,34403,141877,40116.6,32.657650671405023,201301,40116.6
City,12207,"DETROIT, MI",All Property Types,201302,16980,34962,143203,40624.5,33.092403475683987,201302,40624.5
City,12207,"DETROIT, MI",All Property Types,201303,17496,35860,145683,41312.2,33.942168135000301,201303,41312.2
City,12207,"DETROIT, MI",All Property Types,201304,18029,37040,148784,42053.6,34.935781281541715,201304,42053.6
City,12207,"DETROIT, MI",All Property Types,201305,18446,37903,150701,42613,35.644028581341551,201305,42613
City,12207,"DETROIT, MI",All Property Types,201306,18830,38770,153103,43086.6,36.339107036120168,201306,43086.6
City,12207,"DETROIT, MI",All Property Types,201307,18984,39335,154848,43509.6,36.707585048645583,201307,43509.6
City,12207,"DETROIT, MI",All Property Types,201308,19055,39655,156283,43911.7,36.941826495428558,201308,43911.7
City,12207,"DETROIT, MI",All Property Types,201309,19043,39712,156818,44267.2,36.973018623632555,201309,44267.2
City,12207,"DETROIT, MI",All Property Types,201310,18858,39446,156456,44462.4,36.733394336469551,201310,44462.4
City,12207,"DETROIT, MI",All Property Types,201311,18740,39178,156604,44689.2,36.530318511693416,201311,44689.2
City,12207,"DETROIT, MI",All Property Types,201312,18897,39464,158558,45073.7,36.828031548050468,201312,45073.7
City,12207,"DETROIT, MI",All Property Types,201401,18917,39578,159448,45286.3,36.888631589736143,201401,45286.3
City,12207,"DETROIT, MI",All Property Types,201402,18986,39915,160444,45422,37.072232715765573,201402,45422
City,12207,"DETROIT, MI",All Property Types,201403,19313,40485,162215,45664.8,37.588653818240402,201403,45664.8
City,12207,"DETROIT, MI",All Property Types,201404,19615,41220,164008,45889.2,38.151215928550855,201404,45889.2
City,12207,"DETROIT, MI",All Property Types,201405,19956,41848,165504,46200.7,38.699050333973922,201405,46200.7
City,12207,"DETROIT, MI",All Property Types,201406,20237,42400,167291,46431.5,39.192805897190489,201406,46431.5
City,12207,"DETROIT, MI",All Property Types,201407,20419,42869,168950,46838.7,39.5695353952798,201407,46838.7
City,12207,"DETROIT, MI",All Property Types,201408,20487,43007,169504,47158.8,39.705165692928347,201408,47158.8
City,12207,"DETROIT, MI",All Property Types,201409,20362,42722,168442,47289,39.456939385614582,201409,47289
City,12207,"DETROIT, MI",All Property Types,201410,20210,42267,167320,47500.2,39.1544756738788,201410,47500.2
City,12207,"DETROIT, MI",All Property Types,201411,20076,41713,166775,47640.2,38.82947501439849,201411,47640.2
City,12207,"DETROIT, MI",All Property Types,201412,20292,41859,168136,47984.7,39.10074208858412,201412,47984.7
City,12207,"DETROIT, MI",All Property Types,201501,20649,42231,170116,48618,39.584859360290096,201501,48618
City,12207,"DETROIT, MI",All Property Types,201502,21058,42794,172513,49176.8,40.218853312156405,201502,49176.8
City,12207,"DETROIT, MI",All Property Types,201503,21498,43295,174658,49543.2,40.859416274458056,201503,49543.2
City,12207,"DETROIT, MI",All Property Types,201504,21816,43853,176636,49750,41.416386743091735,201504,49750
City,12207,"DETROIT, MI",All Property Types,201505,22093,44280,178298,49906.2,41.862370046230161,201505,49906.2
City,12207,"DETROIT, MI",All Property Types,201506,22343,44834,180710,50062.3,42.340847017510491,201506,50062.3
City,12207,"DETROIT, MI",All Property Types,201507,22298,44917,181959,50096.2,42.36609165171005,201507,50096.2
City,12207,"DETROIT, MI",All Property Types,201508,22116,44707,182084,50100.7,42.173885309192691,201508,50100.7
City,12207,"DETROIT, MI",All Property Types,201509,21853,44200,181120,50088.3,41.763039717405839,201509,50088.3
City,12207,"DETROIT, MI",All Property Types,201510,21460,43381,179123,49982.9,41.106075867756999,201510,49982.9
City,12207,"DETROIT, MI",All Property Types,201511,21210,42771,178329,49964.1,40.660781465899426,201511,49964.1
City,12207,"DETROIT, MI",All Property Types,201512,21349,42835,179479,50173.9,40.848818740374014,201512,50173.9
City,12207,"DETROIT, MI",All Property Types,201601,21441,42913,180329,50405.6,40.999624225975332,201601,50405.6
City,12207,"DETROIT, MI",All Property Types,201602,21643,43344,181569,50545.7,41.35572318118723,201602,50545.7
City,12207,"DETROIT, MI",All Property Types,201603,21969,43871,183148,50742.5,41.867520438695244,201603,50742.5
City,12207,"DETROIT, MI",All Property Types,201604,22276,44681,185094,50993.6,42.482451484990094,201604,50993.6
City,12207,"DETROIT, MI",All Property Types,201605,22623,45324,186858,51252.2,43.046600491689325,201605,51252.2
City,12207,"DETROIT, MI",All Property Types,201606,22928,45936,189065,51461.8,43.593497609888537,201606,51461.8
City,12207,"DETROIT, MI",All Property Types,201607,22921,46113,189964,51567,43.661649036749083,201607,51567
City,12207,"DETROIT, MI",All Property Types,201608,22701,45950,189335,51553.8,43.397667932883778,201608,51553.8
City,12207,"DETROIT, MI",All Property Types,201609,22414,45534,187816,51572.5,42.967155321462172,201609,51572.5
City,12207,"DETROIT, MI",All Property Types,201610,22026,44696,185436,51503.3,42.295807603275946,201610,51503.3
City,12207,"DETROIT, MI",All Property Types,201611,21906,44236,185201,51672.9,42.042610369942743,201611,51672.9
City,12207,"DETROIT, MI",All Property Types,201612,22075,44301,186257,51955.2,42.269959855829306,201612,51955.2
City,12207,"DETROIT, MI",All Property Types,201701,22225,44372,186895,52292.4,42.466289305440682,201701,52292.4
City,12207,"DETROIT, MI",All Property Types,201702,22687,45172,189633,52824.2,43.242536773577058,201702,52824.2
City,12207,"DETROIT, MI",All Property Types,201703,23246,46096,192557,53459.8,44.140901764984633,201703,53459.8
City,12207,"DETROIT, MI",All Property Types,201704,23806,47261,195834,54145.3,45.138055684824209,201704,54145.3
City,12207,"DETROIT, MI",All Property Types,201705,24485,48305,199148,54917.6,46.160508867519376,201705,54917.6
City,12207,"DETROIT, MI",All Property Types,201706,25100,49218,202698,55568,47.107588108057307,201706,55568
City,12207,"DETROIT, MI",All Property Types,201707,25341,49594,204475,56059.3,47.484030770960167,201707,56059.3
City,12207,"DETROIT, MI",All Property Types,201708,25296,49628,204357,56367.4,47.447319401849931,201708,56367.4
City,12207,"DETROIT, MI",All Property Types,201709,25002,49173,202328,56429.7,46.966688887069949,201709,56429.7
City,12207,"DETROIT, MI",All Property Types,201710,24731,48675,200588,56648.7,46.508842730827944,201710,56648.7
City,12207,"DETROIT, MI",All Property Types,201711,24810,48543,200631,57131.8,46.508266128647861,201711,57131.8
City,12207,"DETROIT, MI",All Property Types,201712,25149,48814,201742,57664,46.914402213015229,201712,57664
City,12207,"DETROIT, MI",All Property Types,201801,25478,49139,202727,58296.7,47.326161010580883,201801,58296.7
City,12207,"DETROIT, MI",All Property Types,201802,26235,50399,206556,59201.5,48.533234686213625,201802,59201.5
City,12207,"DETROIT, MI",All Property Types,201803,26973,51545,209756,60077.6,49.662186556348878,201803,60077.6
City,12207,"DETROIT, MI",All Property Types,201804,27683,52857,213454,60951,50.857397361000963,201804,60951
City,12207,"DETROIT, MI",All Property Types,201805,28357,53802,216551,61686.9,51.834362395032649,201805,61686.9
City,12207,"DETROIT, MI",All Property Types,201806,28930,54629,219841,62210.6,52.701875536250874,201806,62210.6
City,12207,"DETROIT, MI",All Property Types,201807,29089,54812,221010,62546.1,52.913846808946261,201807,62546.1
City,12207,"DETROIT, MI",All Property Types,201808,28967,54693,220590,62794.1,52.780541493534628,201808,62794.1
City,12207,"DETROIT, MI",All Property Types,201809,28764,54248,219138,63001.7,52.424267034683524,201809,63001.7
City,12207,"DETROIT, MI",All Property Types,201810,28526,53833,217646,63303.2,52.032125067103486,201810,63303.2
City,12207,"DETROIT, MI",All Property Types,201811,28422,53305,216426,63432.9,51.700966101963942,201811,63432.9
City,12207,"DETROIT, MI",All Property Types,201812,28575,53175,216755,63613.8,51.803377106064076,201812,63613.8
City,12207,"DETROIT, MI",All Property Types,201901,28712,53233,216642,63924.8,51.946152142111224,201901,63924.8
City,12207,"DETROIT, MI",All Property Types,201902,29356,54236,219278,64491.3,52.948929925065954,201902,64491.3
City,12207,"DETROIT, MI",All Property Types,201903,30035,55145,221408,65179.7,53.922756043888228,201903,65179.7
City,12207,"DETROIT, MI",All Property Types,201904,30702,56283,223742,65875.8,54.958344220106426,201904,65875.8
City,12207,"DETROIT, MI",All Property Types,201905,31371,57291,226081,66677.9,55.925162274136952,201905,66677.9
City,12207,"DETROIT, MI",All Property Types,201906,31997,58285,228473,67220.4,56.841188050035285,201906,67220.4
City,12207,"DETROIT, MI",All Property Types,201907,31994,58321,227505,67237.7,56.784460619561486,201907,67237.7
City,12207,"DETROIT, MI",All Property Types,201908,31836,58104,225259,67317.7,56.494559280733213,201908,67317.7
City,12207,"DETROIT, MI",All Property Types,201909,31804,57773,223348,67640.3,56.291430360043037,201909,67640.3
City,12207,"DETROIT, MI",All Property Types,201910,31548,57351,221322,67885.5,55.829615424128065,201910,67885.5
City,12207,"DETROIT, MI",All Property Types,201911,31581,57145,221074,68271.9,55.726206393453182,201911,68271.9
City,12207,"DETROIT, MI",All Property Types,201912,32032,57533,223302,69005.9,56.296906362896756,201912,69005.9
